Epochs,Train 1pit_multi_loss,Val 1pit_multi_loss,Train si_sdr,Train accuracy_metric,Train probnorm_acc_metric,Val si_sdr,Val accuracy_metric,Val probnorm_acc_metric
1,0.057795979703466095,0.04962748192012944,-7.410076885859172,54.329166666666666,0.5460488566458225,-5.2861465367865055,55.452127659574465,0.5573146232265107
2,0.046924390281240146,0.04516847867597925,-4.035628411193689,55.454166666666666,0.5573528146247069,-2.5324844928022396,55.152925531914896,0.5543526379351921
3,0.04369687677671512,0.043136594143319634,-2.0337091068724793,55.458333333333336,0.5574249110817909,-1.2411515314052715,54.90359042553192,0.5518455203781103
4,0.026013249404728413,0.019420809028273884,7.957032934437195,72.71666666666667,0.729097232957681,12.973297773523534,77.90890957446808,0.7807022784539359
5,0.01710947404584537,0.015016786518823752,14.247359915415446,79.50833333333334,0.7965853728850683,16.62691163763087,83.94281914893617,0.8406146129078054
6,0.014009626552462578,0.013309450922880639,17.067248518625895,82.04166666666667,0.8217486758430799,18.36832110425259,84.52460106382979,0.8463886295782125
7,0.012851844627720614,0.012601260140419323,18.081354217529295,83.74166666666666,0.8386118986407916,18.789979599891826,83.99268617021276,0.841092007631
8,0.011993828716066976,0.01179253969074009,19.03080346552531,84.6375,0.8475078038473924,20.161411209309353,85.42220744680851,0.855287100446034
9,0.010860206577305992,0.010087067209322877,19.985995271046956,85.64166666666667,0.8574770036935806,21.14717103572602,85.67154255319149,0.857771691014158
10,0.009834091883463163,0.010089236842914228,20.720572195688884,86.73333333333333,0.8683077140450478,21.03796058005475,87.18417553191489,0.8727791283596703
11,0.009623925333221754,0.009681215672010674,21.05811091995239,87.10833333333333,0.8720294802188874,21.833606420679295,87.23404255319149,0.873281553070596
12,0.009220423672969142,0.009592832542926153,21.466598796844483,87.77916666666667,0.8786960902313391,21.958347021265233,88.04853723404256,0.881370182406712
13,0.009202301674056798,0.0094444863337211,21.532495028177898,87.38333333333334,0.8747581479946772,21.65129349079538,87.89893617021276,0.8798754232678008
14,0.008514912077380966,0.008200251761739677,22.026979792277018,88.49166666666666,0.8857661911249161,22.89924973122617,89.41156914893617,0.8948928726084054
15,0.008801796453073621,0.00863745607227642,22.0430223642985,88.39583333333333,0.8848075440824031,22.45746862127426,89.24534574468085,0.8932406505609446
16,0.008808880801623066,0.009585215633938169,21.90844331995646,88.61666666666666,0.887005525012811,21.348481335538498,87.88231382978724,0.8797079483641589
17,0.008070430745060244,0.008409562425940554,22.539532642364502,89.16666666666667,0.8924647428194682,23.107181833145468,89.61103723404256,0.8968349904852345
18,0.007563506525475532,0.007911855432928163,23.11354649734497,90.02916666666667,0.9010210405091444,23.52217351629379,91.02393617021276,0.910905159375769
19,0.008299013469368219,0.009190775340105942,22.304142737706503,89.625,0.8970129407246907,22.196477509559468,88.29787234042553,0.8838347489846513
20,0.0077358155730180445,0.007679328329841349,22.88513096745809,89.5375,0.8961382544338703,23.696820289530653,90.49202127659575,0.9056160464248759
21,0.007936457447707653,0.008874052191807076,22.750551328023274,89.27083333333333,0.8934922925730546,22.759696975667428,89.91023936170212,0.8998370237569225
22,0.0077649131552316245,0.008183228681755668,22.974345439910888,89.94583333333334,0.9001952361961206,23.29559492557607,90.65824468085107,0.907250747480925
23,0.007308627342184385,0.007705292655179832,23.371756549835204,90.6125,0.906814219067494,23.812703000738267,91.05718085106383,0.9112250911904142
24,0.007091290799745669,0.007306827483029956,23.612498747507733,90.975,0.9104125537872314,24.145651583975933,90.42553191489361,0.90496366780172
25,0.006699361715465784,0.007579683700199932,23.995282062530517,91.40833333333333,0.9147113791108131,24.083119219922004,91.55585106382979,0.9161667393401582
26,0.006753613659335921,0.006996661718152067,24.03962111790975,91.57916666666667,0.9164137519697348,24.171245930042673,90.79122340425532,0.9085830377137407
27,0.006654802641676118,0.007592029064556861,23.943567518870037,91.22083333333333,0.9128504960238933,23.608763892599878,89.54454787234043,0.8962001328534902
28,0.006630424603664626,0.006928277296692807,24.01573211924235,91.14166666666667,0.9120641624132793,24.255431210741083,91.57247340425532,0.9163367172425732
29,0.006552459167006115,0.006928999235164968,24.132087754567465,91.4125,0.9147527320683002,24.45583214658372,91.3563829787234,0.9141945854780522
30,0.006644898503553123,0.006898790578100275,24.03323276392619,91.50416666666666,0.915665006806453,24.15545185576094,91.00731382978724,0.9107376844721272
31,0.00636047663881133,0.007220990654883629,24.21029284286499,91.79583333333333,0.9185590864121914,24.351677468482485,90.84109042553192,0.9090554264393893
32,0.006134751178169002,0.006984920779049912,24.544588479359945,92.07916666666667,0.9213754794498284,24.208263447944155,91.25664893617021,0.9132072570476126
33,0.0064068975245269635,0.007044654269578886,24.350353079477944,91.9,0.9195910280942917,24.592157729128573,92.02127659574468,0.920788455675257
34,0.00632384216816475,0.0069845429549806135,24.397233828226724,91.87083333333334,0.9193053219020366,24.44031063039252,91.62234042553192,0.916844147951045
35,0.006044390531101574,0.006884226945793613,24.58074553426107,91.83333333333333,0.9189337727030118,24.354135026323036,91.68882978723404,0.9175015325717469
36,0.00599042497947812,0.006516095125141177,24.64932133102417,92.20833333333333,0.9226599308053652,24.962677093262368,92.30385638297872,0.9236180080457571
37,0.005870432142633945,0.006222427108057557,24.802791374206542,92.68333333333334,0.9273773050506909,24.91108388089119,92.68617021276596,0.9274073558601927
