Epochs,Train 1nll_loss,Val 1nll_loss,Train accuracy,Val accuracy
1,1.0728195500700441,0.5570696407686109,61.85787671232877,79.07608695652173
2,0.5740991327860584,0.383544049995101,80.47945205479452,86.31114130434783
3,0.4238864213432351,0.2946443316405234,86.6181506849315,91.64402173913044
4,0.32479438012185163,0.22321725094124026,90.19691780821918,93.71603260869566
5,0.2759258670655832,0.20943362101831514,91.80650684931507,93.91983695652173
6,0.24928896219967162,0.21734427073565515,92.46575342465754,93.61413043478261
7,0.21878784976593435,0.14427565856401445,93.39897260273973,95.58423913043478
8,0.1863554262364768,0.13886832761699738,94.46061643835617,96.33152173913044
9,0.17070707606840624,0.11842136807820719,94.9486301369863,96.36548913043478
10,0.15977057013405513,0.11622103458553877,95.23972602739725,96.43342391304348
11,0.14176288382979493,0.13078255782855433,95.5222602739726,95.55027173913044
12,0.1365647248643106,0.11219607019270568,96.04452054794521,96.97690217391305
13,0.12067082833932483,0.09502148735033267,96.24143835616438,96.73913043478261
14,0.12332328874075607,0.09874521278644628,96.26712328767124,96.875
15,0.11345817393317104,0.09128541409360047,96.24143835616438,97.04483695652173
16,0.10821843836711695,0.07825822418912455,96.64383561643835,97.62228260869566
17,0.0931694479273275,0.08226562847931232,97.08904109589041,97.48641304347827
18,0.09046810268526514,0.08549097307157986,97.41438356164383,97.35054347826087
19,0.08713229756837404,0.08705026105409437,97.4486301369863,97.01086956521739
20,0.08693263590996064,0.0647450897794561,97.46575342465754,97.75815217391305
21,0.07393291315760732,0.08671778094768619,97.72260273972603,97.38451086956522
22,0.06439383870974655,0.07689745061930886,97.99657534246575,97.79211956521739
23,0.06300250615267568,0.06456838090392249,97.99657534246575,97.99592391304348
24,0.054782696684131924,0.05982775111861765,98.21917808219177,98.60733695652173
25,0.051035960000594405,0.072614906556302,98.47602739726027,97.4524456521739
26,0.055978250795694656,0.04692782644083902,98.2791095890411,98.53940217391305
27,0.051676833720388185,0.052535838772981784,98.54452054794521,98.4375
28,0.053175917848420795,0.04251171192400643,98.34760273972603,98.70923913043478
29,0.040950039667332516,0.032928789110665886,98.63013698630137,98.84510869565217
30,0.03851410883679358,0.04499516496244286,98.84417808219177,98.74320652173913
31,0.03922389768277716,0.06551360953135768,98.79280821917808,98.57336956521739
32,0.044006277945190464,0.040902723346661056,98.63013698630137,98.94701086956522
33,0.036912679313083,0.034155951946005465,98.75,99.18478260869566
34,0.02954068866313482,0.04130620624892137,98.98972602739725,98.74320652173913
35,0.02387606105498578,0.03789753872665049,99.2208904109589,98.81114130434783
36,0.023774000119523755,0.05136911519793122,99.3236301369863,98.53940217391305
37,0.03277265778134739,0.033018151675763795,99.10102739726027,98.84510869565217
38,0.025548492189815603,0.03161813486474824,99.20376712328768,98.91304347826087
39,0.021681109086538315,0.0409710835830817,99.31506849315069,99.0149456521739
40,0.02481245739936219,0.04825652842672636,99.17808219178082,98.60733695652173
41,0.02566796327825726,0.042486031037321716,99.25513698630137,98.87907608695652
42,0.03227594261989745,0.044774523200984455,99.24657534246575,98.3695652173913
43,0.02814238569558692,0.03850377587231277,99.19520547945206,98.94701086956522
44,0.016220598550761967,0.028863711988791514,99.46917808219177,99.25271739130434
45,0.022810954121910507,0.03269146745225333,99.28938356164383,99.0149456521739
46,0.013012194811673834,0.030711807798762373,99.62328767123287,99.21875
47,0.024656331453907457,0.05036593338221938,99.34075342465754,98.67527173913044
48,0.020768663360094287,0.031165260780310712,99.46917808219177,99.04891304347827
