Epochs,Train 1nll_loss,Val 1nll_loss,Train accuracy,Val accuracy
49,0.013541418766111299,0.06339076651488046,99.62328767123287,99.0149456521739
50,0.01683122091321945,0.03946128420763829,99.52054794520548,99.04891304347827
51,0.019600249333053325,0.02376614349451457,99.43493150684931,99.25271739130434
52,0.015375315506995097,0.02651726580775054,99.5291095890411,99.18478260869566
53,0.013755482068718142,0.05206094798467862,99.59760273972603,99.11684782608695
54,0.020685192467154806,0.03343423613083636,99.46917808219177,99.08288043478261
55,0.016846371313622138,0.03534436722967827,99.5291095890411,99.2866847826087
56,0.015399354882151316,0.025329148343920995,99.54623287671232,99.25271739130434
57,0.009294088364078268,0.031085073200962498,99.71746575342466,99.52445652173913
58,0.011584712497741232,0.04054445739352954,99.6832191780822,99.4225543478261
59,0.009688136792595798,0.03967044414221315,99.71746575342466,99.2866847826087
60,0.014252167821083721,0.047031468456477536,99.6917808219178,99.21875
61,0.012558839286878811,0.03931370172504585,99.61472602739725,99.18478260869566
62,0.018321912133647412,0.019404636170008253,99.44349315068493,99.45652173913044
63,0.00935163311312628,0.025958904909442405,99.71746575342466,99.32065217391305
64,0.013100498574046986,0.0384465611117559,99.58904109589041,99.04891304347827
65,0.008648121198072038,0.035736649073497086,99.70890410958904,98.94701086956522
66,0.017794473860524934,0.03399935152418752,99.54623287671232,99.2866847826087
67,0.013501637724478903,0.04750756582924806,99.59760273972603,99.1508152173913
68,0.011785404952247083,0.02292078710217182,99.65753424657534,99.45652173913044
69,0.008925732075081277,0.027153021914035236,99.75171232876713,99.18478260869566
70,0.01140316022854567,0.016881289933450186,99.65753424657534,99.45652173913044
71,0.00732357361031018,0.031609656176745236,99.76883561643835,99.45652173913044
72,0.013354204220729065,0.052008210378480114,99.64041095890411,99.0149456521739
73,0.013770256893211784,0.06778675283566207,99.66609589041096,98.81114130434783
74,0.008214181443233597,0.02150962421633327,99.7431506849315,99.32065217391305
75,0.013153413729140539,0.03669351782780169,99.70890410958904,99.08288043478261
76,0.011091096739888694,0.020583463870119213,99.70034246575342,99.45652173913044
77,0.0065162551787083045,0.04928742465941421,99.82876712328768,99.0149456521739
78,0.006197455345791807,0.028659775078124214,99.82876712328768,99.38858695652173
79,0.009943589645417724,0.04052164158188819,99.66609589041096,99.1508152173913
80,0.014512274441098308,0.025096984105879173,99.6318493150685,99.21875
81,0.008087482542779254,0.02685063353232306,99.81164383561644,99.32065217391305
82,0.012199005378595194,0.020103695946708,99.58047945205479,99.49048913043478
83,0.005488471585092036,0.01622804481041531,99.83732876712328,99.66032608695652
84,0.00450979581459923,0.03853164884037079,99.87157534246575,99.11684782608695
85,0.015990356330993553,0.020636101722537912,99.58047945205479,99.49048913043478
86,0.006015106692650124,0.023193064828813063,99.83732876712328,99.49048913043478
87,0.010935507083244625,0.024399860623521136,99.7431506849315,99.25271739130434
88,0.013245543560159381,0.02075374116047817,99.64041095890411,99.55842391304348
89,0.004310116263554649,0.022854545221442268,99.87157534246575,99.4225543478261
90,0.0041720164733019885,0.033079433166784536,99.88869863013699,99.32065217391305
91,0.0035310171165501233,0.029172704276471083,99.86301369863014,99.52445652173913
92,0.013746551204635622,0.02778800735568191,99.75171232876713,99.49048913043478
93,0.01322271621928689,0.029039625404016264,99.62328767123287,99.38858695652173
94,0.002386255051367005,0.019759434939006754,99.95719178082192,99.62635869565217
95,0.007488172803459386,0.028383365876799224,99.82876712328768,99.25271739130434
96,0.00792664244272477,0.038378027103019054,99.76883561643835,99.25271739130434
97,0.007146479246689596,0.027784720681208335,99.78595890410959,99.38858695652173
98,0.00906214634633244,0.02001015896027277,99.6832191780822,99.55842391304348
99,0.01128015626320435,0.015749221699460986,99.71746575342466,99.45652173913044
100,0.00684745865081673,0.03317825886717516,99.81164383561644,99.2866847826087
